,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
4330,2010/11,Brest,Toulouse,0,2,2,Toulouse,Brest,A
4331,2010/11,Caen,Marseille,2,2,4,Draw,Draw,D
4332,2010/11,Lille,Rennes,3,2,5,Lille,Rennes,H
4333,2010/11,Lorient,Auxerre,1,2,3,Auxerre,Lorient,A
4334,2010/11,Monaco,Lyon,0,2,2,Lyon,Monaco,A
4335,2010/11,Nancy,Lens,4,0,4,Nancy,Lens,H
4336,2010/11,St Etienne,Paris SG,1,1,2,Draw,Draw,D
4337,2010/11,Valenciennes,Nice,2,1,3,Valenciennes,Nice,H
4338,2011/12,Ajaccio,Toulouse,0,2,2,Toulouse,Ajaccio,A
4339,2011/12,Brest,Evian Thonon Gaillard,2,2,4,Draw,Draw,D
4340,2011/12,Caen,Valenciennes,1,0,1,Caen,Valenciennes,H
4341,2011/12,Marseille,Sochaux,2,2,4,Draw,Draw,D
4342,2011/12,Montpellier,Auxerre,3,1,4,Montpellier,Auxerre,H
4343,2011/12,Nancy,Lille,1,1,2,Draw,Draw,D
4344,2011/12,Nice,Lyon,1,3,4,Lyon,Nice,A
4345,2011/12,Paris SG,Lorient,0,1,1,Lorient,Paris SG,A
4346,2011/12,Bordeaux,St Etienne,1,2,3,St Etienne,Bordeaux,A
4347,2011/12,Dijon,Rennes,1,5,6,Rennes,Dijon,A
4348,2011/12,Lorient,Bordeaux,1,1,2,Draw,Draw,D
4349,2011/12,Lyon,Ajaccio,1,1,2,Draw,Draw,D
4350,2011/12,Rennes,Paris SG,1,1,2,Draw,Draw,D
4351,2011/12,Sochaux,Caen,1,2,3,Caen,Sochaux,A
4352,2011/12,St Etienne,Nancy,1,0,1,St Etienne,Nancy,H
4353,2011/12,Toulouse,Dijon,2,0,2,Toulouse,Dijon,H
4354,2011/12,Valenciennes,Brest,0,0,0,Draw,Draw,D
4355,2011/12,Auxerre,Marseille,2,2,4,Draw,Draw,D
4356,2011/12,Evian Thonon Gaillard,Nice,1,0,1,Evian Thonon Gaillard,Nice,H
4357,2011/12,Lille,Montpellier,0,1,1,Montpellier,Lille,A
4358,2011/12,Ajaccio,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
4359,2011/12,Bordeaux,Auxerre,1,1,2,Draw,Draw,D
4360,2011/12,Brest,Lyon,1,1,2,Draw,Draw,D
4361,2011/12,Caen,Lille,1,2,3,Lille,Caen,A
4362,2011/12,Dijon,Lorient,2,0,2,Dijon,Lorient,H
4363,2011/12,Nice,Toulouse,1,1,2,Draw,Draw,D
4364,2011/12,Marseille,St Etienne,0,0,0,Draw,Draw,D
4365,2011/12,Montpellier,Rennes,4,0,4,Montpellier,Rennes,H
4366,2011/12,Nancy,Sochaux,1,2,3,Sochaux,Nancy,A
4367,2011/12,Paris SG,Valenciennes,2,1,3,Paris SG,Valenciennes,H
4368,2011/12,Auxerre,Ajaccio,4,1,5,Auxerre,Ajaccio,H
4369,2011/12,Evian Thonon Gaillard,Dijon,0,1,1,Dijon,Evian Thonon Gaillard,A
4370,2011/12,Lorient,Nancy,2,1,3,Lorient,Nancy,H
4371,2011/12,Lyon,Montpellier,2,1,3,Lyon,Montpellier,H
4372,2011/12,Nice,Brest,0,0,0,Draw,Draw,D
4373,2011/12,Valenciennes,Bordeaux,1,2,3,Bordeaux,Valenciennes,A
4374,2011/12,Lille,Marseille,3,2,5,Lille,Marseille,H
4375,2011/12,Rennes,Caen,3,2,5,Rennes,Caen,H
4376,2011/12,Sochaux,St Etienne,2,1,3,Sochaux,St Etienne,H
4377,2011/12,Toulouse,Paris SG,1,3,4,Paris SG,Toulouse,A
4378,2011/12,Ajaccio,Valenciennes,3,1,4,Ajaccio,Valenciennes,H
4379,2011/12,Bordeaux,Evian Thonon Gaillard,0,0,0,Draw,Draw,D
4380,2011/12,Caen,Toulouse,0,1,1,Toulouse,Caen,A
4381,2011/12,Dijon,Lyon,1,2,3,Lyon,Dijon,A
4382,2011/12,Marseille,Rennes,0,1,1,Rennes,Marseille,A
4383,2011/12,Sochaux,Lorient,1,1,2,Draw,Draw,D
4384,2011/12,St Etienne,Lille,1,3,4,Lille,St Etienne,A
4385,2011/12,Montpellier,Nice,1,0,1,Montpellier,Nice,H
4386,2011/12,Nancy,Auxerre,0,0,0,Draw,Draw,D
4387,2011/12,Paris SG,Brest,1,0,1,Paris SG,Brest,H
4388,2011/12,Auxerre,Caen,1,1,2,Draw,Draw,D
4389,2011/12,Brest,Montpellier,2,2,4,Draw,Draw,D
4390,2011/12,Lille,Sochaux,2,2,4,Draw,Draw,D
4391,2011/12,Lorient,St Etienne,3,0,3,Lorient,St Etienne,H
4392,2011/12,Nice,Ajaccio,3,0,3,Nice,Ajaccio,H
4393,2011/12,Toulouse,Bordeaux,3,2,5,Toulouse,Bordeaux,H
4394,2011/12,Valenciennes,Dijon,4,0,4,Valenciennes,Dijon,H
4395,2011/12,Evian Thonon Gaillard,Paris SG,2,2,4,Draw,Draw,D
4396,2011/12,Lyon,Marseille,2,0,2,Lyon,Marseille,H
4397,2011/12,Rennes,Nancy,1,1,2,Draw,Draw,D
4398,2011/12,Bordeaux,Lille,1,1,2,Draw,Draw,D
4399,2011/12,Ajaccio,Montpellier,1,3,4,Montpellier,Ajaccio,A
4400,2011/12,Caen,Lyon,1,0,1,Caen,Lyon,H
4401,2011/12,Dijon,Brest,1,0,1,Dijon,Brest,H
4402,2011/12,Lorient,Auxerre,1,1,2,Draw,Draw,D
4403,2011/12,Marseille,Evian Thonon Gaillard,2,0,2,Marseille,Evian Thonon Gaillard,H
4404,2011/12,Nancy,Valenciennes,1,1,2,Draw,Draw,D
4405,2011/12,Paris SG,Nice,2,1,3,Paris SG,Nice,H
4406,2011/12,Sochaux,Rennes,2,6,8,Rennes,Sochaux,A
4407,2011/12,St Etienne,Toulouse,1,1,2,Draw,Draw,D
4408,2011/12,Evian Thonon Gaillard,Caen,2,4,6,Caen,Evian Thonon Gaillard,A
4409,2011/12,Lille,Lorient,1,1,2,Draw,Draw,D
4410,2011/12,Lyon,Bordeaux,3,1,4,Lyon,Bordeaux,H
4411,2011/12,Montpellier,Paris SG,0,3,3,Paris SG,Montpellier,A
4412,2011/12,Nice,Dijon,1,1,2,Draw,Draw,D
4413,2011/12,Toulouse,Nancy,1,0,1,Toulouse,Nancy,H
4414,2011/12,Valenciennes,Marseille,1,1,2,Draw,Draw,D
4415,2011/12,Auxerre,Sochaux,4,1,5,Auxerre,Sochaux,H
4416,2011/12,Brest,Ajaccio,1,1,2,Draw,Draw,D
4417,2011/12,Rennes,St Etienne,1,1,2,Draw,Draw,D
4418,2011/12,Bordeaux,Montpellier,2,2,4,Draw,Draw,D
4419,2011/12,Caen,Nice,1,1,2,Draw,Draw,D
4420,2011/12,Dijon,Ajaccio,1,1,2,Draw,Draw,D
4421,2011/12,Lorient,Valenciennes,2,0,2,Lorient,Valenciennes,H
4422,2011/12,Nancy,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
4423,2011/12,Sochaux,Toulouse,3,0,3,Sochaux,Toulouse,H
4424,2011/12,St Etienne,Auxerre,1,1,2,Draw,Draw,D
4425,2011/12,Lille,Rennes,2,0,2,Lille,Rennes,H
4426,2011/12,Marseille,Brest,1,1,2,Draw,Draw,D
4427,2011/12,Paris SG,Lyon,2,0,2,Paris SG,Lyon,H
4428,2011/12,Auxerre,Lille,1,3,4,Lille,Auxerre,A
4429,2011/12,Brest,Caen,1,1,2,Draw,Draw,D
4430,2011/12,Evian Thonon Gaillard,St Etienne,1,2,3,St Etienne,Evian Thonon Gaillard,A
4431,2011/12,Lyon,Nancy,3,1,4,Lyon,Nancy,H
4432,2011/12,Montpellier,Dijon,5,3,8,Montpellier,Dijon,H
4433,2011/12,Nice,Bordeaux,3,0,3,Nice,Bordeaux,H
4434,2011/12,Toulouse,Marseille,0,0,0,Draw,Draw,D
4435,2011/12,Ajaccio,Paris SG,1,3,4,Paris SG,Ajaccio,A
4436,2011/12,Rennes,Lorient,2,0,2,Rennes,Lorient,H
4437,2011/12,Valenciennes,Sochaux,3,0,3,Valenciennes,Sochaux,H
4438,2011/12,Bordeaux,Brest,1,1,2,Draw,Draw,D
4439,2011/12,Caen,Montpellier,1,3,4,Montpellier,Caen,A
4440,2011/12,Lorient,Toulouse,0,0,0,Draw,Draw,D
4441,2011/12,Marseille,Ajaccio,2,0,2,Marseille,Ajaccio,H
4442,2011/12,Nancy,Nice,1,0,1,Nancy,Nice,H
4443,2011/12,Sochaux,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
4444,2011/12,St Etienne,Valenciennes,1,0,1,St Etienne,Valenciennes,H
4445,2011/12,Auxerre,Rennes,0,1,1,Rennes,Auxerre,A
4446,2011/12,Lille,Lyon,3,1,4,Lille,Lyon,H
4447,2011/12,Paris SG,Dijon,2,0,2,Paris SG,Dijon,H
4448,2011/12,Ajaccio,Bordeaux,0,2,2,Bordeaux,Ajaccio,A
4449,2011/12,Brest,Lorient,3,1,4,Brest,Lorient,H
4450,2011/12,Dijon,Marseille,2,3,5,Marseille,Dijon,A
4451,2011/12,Evian Thonon Gaillard,Auxerre,3,1,4,Evian Thonon Gaillard,Auxerre,H
4452,2011/12,Lyon,St Etienne,2,0,2,Lyon,St Etienne,H
4453,2011/12,Montpellier,Nancy,2,0,2,Montpellier,Nancy,H
4454,2011/12,Paris SG,Caen,4,2,6,Paris SG,Caen,H
4455,2011/12,Nice,Sochaux,1,1,2,Draw,Draw,D
4456,2011/12,Toulouse,Rennes,1,0,1,Toulouse,Rennes,H
4457,2011/12,Valenciennes,Lille,0,0,0,Draw,Draw,D
4458,2011/12,Lille,Evian Thonon Gaillard,1,1,2,Draw,Draw,D
4459,2011/12,Auxerre,Toulouse,2,0,2,Auxerre,Toulouse,H
4460,2011/12,Bordeaux,Paris SG,1,1,2,Draw,Draw,D
4461,2011/12,Caen,Dijon,3,0,3,Caen,Dijon,H
4462,2011/12,Lorient,Ajaccio,2,0,2,Lorient,Ajaccio,H
4463,2011/12,Marseille,Nice,2,0,2,Marseille,Nice,H
4464,2011/12,Nancy,Brest,2,1,3,Nancy,Brest,H
4465,2011/12,Rennes,Valenciennes,1,1,2,Draw,Draw,D
4466,2011/12,Sochaux,Lyon,2,1,3,Sochaux,Lyon,H
4467,2011/12,St Etienne,Montpellier,1,1,2,Draw,Draw,D
4468,2011/12,Lyon,Rennes,1,2,3,Rennes,Lyon,A
4469,2011/12,Toulouse,Lille,0,0,0,Draw,Draw,D
4470,2011/12,Ajaccio,Caen,2,2,4,Draw,Draw,D
4471,2011/12,Dijon,Bordeaux,2,0,2,Dijon,Bordeaux,H
4472,2011/12,Evian Thonon Gaillard,Lorient,2,1,3,Evian Thonon Gaillard,Lorient,H
4473,2011/12,Montpellier,Marseille,1,0,1,Montpellier,Marseille,H
4474,2011/12,Nice,St Etienne,0,2,2,St Etienne,Nice,A
4475,2011/12,Brest,Sochaux,2,0,2,Brest,Sochaux,H
4476,2011/12,Paris SG,Nancy,0,1,1,Nancy,Paris SG,A
4477,2011/12,Valenciennes,Auxerre,2,1,3,Valenciennes,Auxerre,H
4478,2011/12,Bordeaux,Caen,2,0,2,Bordeaux,Caen,H
4479,2011/12,Lille,Brest,2,0,2,Lille,Brest,H
4480,2011/12,Nancy,Dijon,1,2,3,Dijon,Nancy,A
4481,2011/12,Rennes,Evian Thonon Gaillard,3,2,5,Rennes,Evian Thonon Gaillard,H
4482,2011/12,Sochaux,Montpellier,1,3,4,Montpellier,Sochaux,A
4483,2011/12,St Etienne,Ajaccio,3,1,4,St Etienne,Ajaccio,H
4484,2011/12,Toulouse,Valenciennes,2,0,2,Toulouse,Valenciennes,H
4485,2011/12,Auxerre,Lyon,0,3,3,Lyon,Auxerre,A
4486,2011/12,Lorient,Nice,1,0,1,Lorient,Nice,H
4487,2011/12,Marseille,Paris SG,3,0,3,Marseille,Paris SG,H
4488,2011/12,Caen,Marseille,1,2,3,Marseille,Caen,A
4489,2011/12,Ajaccio,Lille,2,3,5,Lille,Ajaccio,A
4490,2011/12,Brest,St Etienne,2,2,4,Draw,Draw,D
4491,2011/12,Dijon,Sochaux,0,0,0,Draw,Draw,D
4492,2011/12,Evian Thonon Gaillard,Valenciennes,2,1,3,Evian Thonon Gaillard,Valenciennes,H
4493,2011/12,Montpellier,Lorient,4,0,4,Montpellier,Lorient,H
4494,2011/12,Nice,Rennes,2,0,2,Nice,Rennes,H
