,Season,HomeTeam,AwayTeam,FTHG,FTAG,Score,Winner,Loser,FTR
1515,2003/04,Sochaux,Marseille,2,1,3,Sochaux,Marseille,H
1516,2003/04,Toulouse,Lyon,0,1,1,Lyon,Toulouse,A
1517,2003/04,Montpellier,Marseille,0,1,1,Marseille,Montpellier,A
1518,2003/04,Bordeaux,Nantes,2,0,2,Bordeaux,Nantes,H
1519,2003/04,Bastia,Toulouse,1,0,1,Bastia,Toulouse,H
1520,2003/04,Lille,Sochaux,2,0,2,Lille,Sochaux,H
1521,2003/04,Lyon,Guingamp,0,1,1,Guingamp,Lyon,A
1522,2003/04,Marseille,Ajaccio,2,1,3,Marseille,Ajaccio,H
1523,2003/04,Metz,Monaco,0,2,2,Monaco,Metz,A
1524,2003/04,Nice,Lens,4,0,4,Nice,Lens,H
1525,2003/04,Paris SG,Montpellier,6,1,7,Paris SG,Montpellier,H
1526,2003/04,Rennes,Auxerre,0,2,2,Auxerre,Rennes,A
1527,2003/04,Strasbourg,Le Mans,3,0,3,Strasbourg,Le Mans,H
1528,2003/04,Ajaccio,Strasbourg,0,0,0,Draw,Draw,D
1529,2003/04,Guingamp,Bastia,1,0,1,Guingamp,Bastia,H
1530,2003/04,Le Mans,Marseille,0,0,0,Draw,Draw,D
1531,2003/04,Lens,Rennes,2,1,3,Lens,Rennes,H
1532,2003/04,Monaco,Lille,0,1,1,Lille,Monaco,A
1533,2003/04,Montpellier,Metz,0,1,1,Metz,Montpellier,A
1534,2003/04,Nantes,Nice,3,1,4,Nantes,Nice,H
1535,2003/04,Sochaux,Bordeaux,1,1,2,Draw,Draw,D
1536,2003/04,Toulouse,Paris SG,0,1,1,Paris SG,Toulouse,A
1537,2003/04,Auxerre,Lyon,1,2,3,Lyon,Auxerre,A
1538,2003/04,Monaco,Montpellier,4,0,4,Monaco,Montpellier,H
1539,2003/04,Bastia,Auxerre,0,0,0,Draw,Draw,D
1540,2003/04,Bordeaux,Lens,0,0,0,Draw,Draw,D
1541,2003/04,Lille,Nice,1,2,3,Nice,Lille,A
1542,2003/04,Lyon,Le Mans,2,0,2,Lyon,Le Mans,H
1543,2003/04,Metz,Toulouse,0,2,2,Toulouse,Metz,A
1544,2003/04,Paris SG,Guingamp,2,0,2,Paris SG,Guingamp,H
1545,2003/04,Rennes,Ajaccio,4,1,5,Rennes,Ajaccio,H
1546,2003/04,Strasbourg,Sochaux,0,2,2,Sochaux,Strasbourg,A
1547,2003/04,Marseille,Nantes,1,1,2,Draw,Draw,D
1548,2003/04,Le Mans,Rennes,2,2,4,Draw,Draw,D
1549,2003/04,Lens,Lyon,1,1,2,Draw,Draw,D
1550,2003/04,Montpellier,Lille,0,2,2,Lille,Montpellier,A
1551,2003/04,Nantes,Strasbourg,1,1,2,Draw,Draw,D
1552,2003/04,Toulouse,Monaco,1,1,2,Draw,Draw,D
1553,2003/04,Ajaccio,Bordeaux,1,0,1,Ajaccio,Bordeaux,H
1554,2003/04,Auxerre,Paris SG,1,1,2,Draw,Draw,D
1555,2003/04,Nice,Marseille,0,0,0,Draw,Draw,D
1556,2003/04,Sochaux,Bastia,2,1,3,Sochaux,Bastia,H
1557,2003/04,Lyon,Ajaccio,4,0,4,Lyon,Ajaccio,H
1558,2003/04,Monaco,Guingamp,3,1,4,Monaco,Guingamp,H
1559,2003/04,Bordeaux,Le Mans,2,0,2,Bordeaux,Le Mans,H
1560,2003/04,Lille,Auxerre,1,0,1,Lille,Auxerre,H
1561,2003/04,Metz,Lens,0,2,2,Lens,Metz,A
1562,2003/04,Montpellier,Toulouse,0,1,1,Toulouse,Montpellier,A
1563,2003/04,Paris SG,Sochaux,1,1,2,Draw,Draw,D
1564,2003/04,Rennes,Nantes,0,3,3,Nantes,Rennes,A
1565,2003/04,Strasbourg,Nice,2,2,4,Draw,Draw,D
1566,2003/04,Bastia,Marseille,4,1,5,Bastia,Marseille,H
1567,2003/04,Ajaccio,Lille,0,3,3,Lille,Ajaccio,A
1568,2003/04,Guingamp,Montpellier,4,3,7,Guingamp,Montpellier,H
1569,2003/04,Le Mans,Paris SG,0,1,1,Paris SG,Le Mans,A
1570,2003/04,Lens,Bastia,0,0,0,Draw,Draw,D
1571,2003/04,Nantes,Metz,2,2,4,Draw,Draw,D
1572,2003/04,Nice,Rennes,3,1,4,Nice,Rennes,H
1573,2003/04,Sochaux,Lyon,1,2,3,Lyon,Sochaux,A
1574,2003/04,Auxerre,Monaco,0,0,0,Draw,Draw,D
1575,2003/04,Marseille,Strasbourg,4,0,4,Marseille,Strasbourg,H
1576,2003/04,Toulouse,Bordeaux,1,0,1,Toulouse,Bordeaux,H
1577,2003/04,Toulouse,Guingamp,0,0,0,Draw,Draw,D
1578,2003/04,Bastia,Le Mans,0,0,0,Draw,Draw,D
1579,2003/04,Bordeaux,Nice,1,1,2,Draw,Draw,D
1580,2003/04,Lille,Lens,1,1,2,Draw,Draw,D
1581,2003/04,Lyon,Nantes,1,0,1,Lyon,Nantes,H
1582,2003/04,Metz,Strasbourg,1,0,1,Metz,Strasbourg,H
1583,2003/04,Monaco,Sochaux,1,1,2,Draw,Draw,D
1584,2003/04,Montpellier,Auxerre,1,0,1,Montpellier,Auxerre,H
1585,2003/04,Paris SG,Ajaccio,1,0,1,Paris SG,Ajaccio,H
1586,2003/04,Rennes,Marseille,4,3,7,Rennes,Marseille,H
1587,2003/04,Ajaccio,Bastia,1,0,1,Ajaccio,Bastia,H
1588,2003/04,Guingamp,Lille,2,1,3,Guingamp,Lille,H
1589,2003/04,Le Mans,Monaco,0,1,1,Monaco,Le Mans,A
1590,2003/04,Nantes,Montpellier,3,2,5,Nantes,Montpellier,H
1591,2003/04,Nice,Lyon,0,1,1,Lyon,Nice,A
1592,2003/04,Sochaux,Metz,2,0,2,Sochaux,Metz,H
1593,2003/04,Strasbourg,Rennes,0,3,3,Rennes,Strasbourg,A
1594,2003/04,Auxerre,Toulouse,3,2,5,Auxerre,Toulouse,H
1595,2003/04,Lens,Paris SG,1,0,1,Lens,Paris SG,H
1596,2003/04,Marseille,Bordeaux,1,1,2,Draw,Draw,D
1597,2003/04,Monaco,Ajaccio,3,3,6,Draw,Draw,D
1598,2003/04,Bastia,Nice,2,1,3,Bastia,Nice,H
1599,2003/04,Bordeaux,Strasbourg,1,1,2,Draw,Draw,D
1600,2003/04,Lille,Rennes,1,0,1,Lille,Rennes,H
1601,2003/04,Lyon,Marseille,1,2,3,Marseille,Lyon,A
1602,2003/04,Metz,Le Mans,5,0,5,Metz,Le Mans,H
1603,2003/04,Montpellier,Lens,1,0,1,Montpellier,Lens,H
1604,2003/04,Paris SG,Nantes,3,2,5,Paris SG,Nantes,H
1605,2003/04,Toulouse,Sochaux,0,0,0,Draw,Draw,D
1606,2003/04,Guingamp,Auxerre,2,2,4,Draw,Draw,D
1607,2003/04,Ajaccio,Montpellier,0,0,0,Draw,Draw,D
1608,2003/04,Auxerre,Metz,2,1,3,Auxerre,Metz,H
1609,2003/04,Le Mans,Toulouse,2,1,3,Le Mans,Toulouse,H
1610,2003/04,Lens,Monaco,0,0,0,Draw,Draw,D
1611,2003/04,Nantes,Bastia,1,1,2,Draw,Draw,D
1612,2003/04,Nice,Paris SG,1,2,3,Paris SG,Nice,A
1613,2003/04,Sochaux,Guingamp,2,0,2,Sochaux,Guingamp,H
1614,2003/04,Strasbourg,Lyon,0,1,1,Lyon,Strasbourg,A
1615,2003/04,Guingamp,Metz,1,1,2,Draw,Draw,D
1616,2003/04,Marseille,Lille,2,1,3,Marseille,Lille,H
1617,2003/04,Rennes,Bordeaux,3,1,4,Rennes,Bordeaux,H
1618,2003/04,Auxerre,Sochaux,2,1,3,Auxerre,Sochaux,H
1619,2003/04,Bastia,Bordeaux,0,2,2,Bordeaux,Bastia,A
1620,2003/04,Guingamp,Lens,1,0,1,Guingamp,Lens,H
1621,2003/04,Lille,Strasbourg,0,1,1,Strasbourg,Lille,A
1622,2003/04,Lyon,Rennes,3,0,3,Lyon,Rennes,H
1623,2003/04,Metz,Nice,1,0,1,Metz,Nice,H
1624,2003/04,Monaco,Nantes,0,1,1,Nantes,Monaco,A
1625,2003/04,Montpellier,Le Mans,0,3,3,Le Mans,Montpellier,A
1626,2003/04,Toulouse,Ajaccio,3,1,4,Toulouse,Ajaccio,H
1627,2003/04,Paris SG,Marseille,2,1,3,Paris SG,Marseille,H
1628,2003/04,Nice,Monaco,1,2,3,Monaco,Nice,A
1629,2003/04,Ajaccio,Guingamp,0,0,0,Draw,Draw,D
1630,2003/04,Le Mans,Auxerre,2,1,3,Le Mans,Auxerre,H
1631,2003/04,Lens,Toulouse,1,1,2,Draw,Draw,D
1632,2003/04,Marseille,Metz,0,1,1,Metz,Marseille,A
1633,2003/04,Nantes,Lille,2,0,2,Nantes,Lille,H
1634,2003/04,Rennes,Bastia,4,0,4,Rennes,Bastia,H
1635,2003/04,Sochaux,Montpellier,3,1,4,Sochaux,Montpellier,H
1636,2003/04,Strasbourg,Paris SG,0,0,0,Draw,Draw,D
1637,2003/04,Bordeaux,Lyon,1,1,2,Draw,Draw,D
1638,2003/04,Auxerre,Ajaccio,1,1,2,Draw,Draw,D
1639,2003/04,Bastia,Strasbourg,0,0,0,Draw,Draw,D
1640,2003/04,Guingamp,Le Mans,2,4,6,Le Mans,Guingamp,A
1641,2003/04,Lille,Bordeaux,2,1,3,Lille,Bordeaux,H
1642,2003/04,Metz,Lyon,1,2,3,Lyon,Metz,A
1643,2003/04,Montpellier,Nice,2,2,4,Draw,Draw,D
1644,2003/04,Paris SG,Rennes,1,0,1,Paris SG,Rennes,H
1645,2003/04,Sochaux,Lens,0,3,3,Lens,Sochaux,A
1646,2003/04,Toulouse,Nantes,0,1,1,Nantes,Toulouse,A
1647,2003/04,Monaco,Marseille,1,0,1,Monaco,Marseille,H
1648,2003/04,Bordeaux,Paris SG,3,0,3,Bordeaux,Paris SG,H
1649,2003/04,Lens,Auxerre,1,3,4,Auxerre,Lens,A
1650,2003/04,Ajaccio,Sochaux,1,0,1,Ajaccio,Sochaux,H
1651,2003/04,Le Mans,Lille,1,1,2,Draw,Draw,D
1652,2003/04,Lyon,Bastia,1,0,1,Lyon,Bastia,H
1653,2003/04,Marseille,Montpellier,1,1,2,Draw,Draw,D
1654,2003/04,Nantes,Guingamp,0,0,0,Draw,Draw,D
1655,2003/04,Nice,Toulouse,1,1,2,Draw,Draw,D
1656,2003/04,Rennes,Metz,0,0,0,Draw,Draw,D
1657,2003/04,Strasbourg,Monaco,0,0,0,Draw,Draw,D
1658,2003/04,Auxerre,Nantes,2,0,2,Auxerre,Nantes,H
1659,2003/04,Guingamp,Nice,1,2,3,Nice,Guingamp,A
1660,2003/04,Lens,Ajaccio,2,0,2,Lens,Ajaccio,H
1661,2003/04,Lille,Bastia,2,0,2,Lille,Bastia,H
1662,2003/04,Metz,Bordeaux,3,1,4,Metz,Bordeaux,H
1663,2003/04,Monaco,Rennes,1,4,5,Rennes,Monaco,A
1664,2003/04,Montpellier,Strasbourg,1,2,3,Strasbourg,Montpellier,A
1665,2003/04,Paris SG,Lyon,1,0,1,Paris SG,Lyon,H
1666,2003/04,Sochaux,Le Mans,3,0,3,Sochaux,Le Mans,H
1667,2003/04,Toulouse,Marseille,2,1,3,Toulouse,Marseille,H
1668,2003/04,Bordeaux,Monaco,1,3,4,Monaco,Bordeaux,A
1669,2003/04,Ajaccio,Metz,3,1,4,Ajaccio,Metz,H
1670,2003/04,Bastia,Paris SG,0,1,1,Paris SG,Bastia,A
1671,2003/04,Le Mans,Lens,3,0,3,Le Mans,Lens,H
1672,2003/04,Lyon,Lille,3,0,3,Lyon,Lille,H
1673,2003/04,Marseille,Guingamp,2,1,3,Marseille,Guingamp,H
1674,2003/04,Nantes,Sochaux,3,1,4,Nantes,Sochaux,H
1675,2003/04,Nice,Auxerre,1,1,2,Draw,Draw,D
1676,2003/04,Rennes,Montpellier,4,0,4,Rennes,Montpellier,H
1677,2003/04,Strasbourg,Toulouse,0,0,0,Draw,Draw,D
1678,2004/05,Nice,Lyon,0,1,1,Lyon,Nice,A
1679,2004/05,Bastia,Strasbourg,2,1,3,Bastia,Strasbourg,H
1680,2004/05,Caen,Istres,1,1,2,Draw,Draw,D
1681,2004/05,Lille,Auxerre,2,0,2,Lille,Auxerre,H
1682,2004/05,Marseille,Bordeaux,1,0,1,Marseille,Bordeaux,H
1683,2004/05,Metz,Nantes,1,0,1,Metz,Nantes,H
1684,2004/05,Rennes,Paris SG,2,1,3,Rennes,Paris SG,H
1685,2004/05,Sochaux,Ajaccio,1,0,1,Sochaux,Ajaccio,H
1686,2004/05,St Etienne,Monaco,0,1,1,Monaco,St Etienne,A
1687,2004/05,Toulouse,Lens,0,0,0,Draw,Draw,D
1688,2004/05,Ajaccio,Metz,1,2,3,Metz,Ajaccio,A
1689,2004/05,Auxerre,Rennes,3,1,4,Auxerre,Rennes,H
1690,2004/05,Bordeaux,Nice,5,1,6,Bordeaux,Nice,H
1691,2004/05,Lens,St Etienne,3,0,3,Lens,St Etienne,H
1692,2004/05,Lyon,Sochaux,1,1,2,Draw,Draw,D
1693,2004/05,Monaco,Istres,2,1,3,Monaco,Istres,H
1694,2004/05,Nantes,Bastia,1,1,2,Draw,Draw,D
1695,2004/05,Paris SG,Caen,2,2,4,Draw,Draw,D
1696,2004/05,Strasbourg,Toulouse,1,4,5,Toulouse,Strasbourg,A
1697,2004/05,Marseille,Lille,3,0,3,Marseille,Lille,H
1698,2004/05,Bastia,Ajaccio,1,0,1,Bastia,Ajaccio,H
1699,2004/05,Caen,Monaco,1,0,1,Caen,Monaco,H
1700,2004/05,Istres,Lens,0,2,2,Lens,Istres,A
1701,2004/05,Lille,Bordeaux,0,0,0,Draw,Draw,D
1702,2004/05,Nice,Marseille,1,1,2,Draw,Draw,D
1703,2004/05,Rennes,Nantes,1,0,1,Rennes,Nantes,H
1704,2004/05,Sochaux,Auxerre,1,2,3,Auxerre,Sochaux,A
1705,2004/05,St Etienne,Strasbourg,1,1,2,Draw,Draw,D
1706,2004/05,Toulouse,Paris SG,2,1,3,Toulouse,Paris SG,H
1707,2004/05,Metz,Lyon,1,1,2,Draw,Draw,D
1708,2004/05,Nice,Bastia,1,1,2,Draw,Draw,D
1709,2004/05,Ajaccio,Rennes,1,1,2,Draw,Draw,D
1710,2004/05,Auxerre,Caen,1,0,1,Auxerre,Caen,H
1711,2004/05,Bordeaux,Sochaux,2,0,2,Bordeaux,Sochaux,H
1712,2004/05,Lens,Monaco,1,1,2,Draw,Draw,D
1713,2004/05,Lyon,Lille,1,0,1,Lyon,Lille,H
1714,2004/05,Marseille,Metz,1,3,4,Metz,Marseille,A
1715,2004/05,Nantes,Toulouse,2,2,4,Draw,Draw,D
1716,2004/05,Strasbourg,Istres,1,1,2,Draw,Draw,D
1717,2004/05,Paris SG,St Etienne,2,2,4,Draw,Draw,D
1718,2004/05,Bastia,Auxerre,1,0,1,Bastia,Auxerre,H
1719,2004/05,Caen,Lens,1,0,1,Caen,Lens,H
1720,2004/05,Istres,Paris SG,1,1,2,Draw,Draw,D
1721,2004/05,Lille,Nice,1,0,1,Lille,Nice,H
1722,2004/05,Metz,Bordeaux,0,0,0,Draw,Draw,D
1723,2004/05,Monaco,Strasbourg,3,1,4,Monaco,Strasbourg,H
1724,2004/05,Rennes,Lyon,1,2,3,Lyon,Rennes,A
1725,2004/05,St Etienne,Nantes,0,0,0,Draw,Draw,D
1726,2004/05,Toulouse,Ajaccio,3,1,4,Toulouse,Ajaccio,H
1727,2004/05,Sochaux,Marseille,2,0,2,Sochaux,Marseille,H
1728,2004/05,Ajaccio,St Etienne,1,1,2,Draw,Draw,D
1729,2004/05,Bordeaux,Rennes,0,0,0,Draw,Draw,D
1730,2004/05,Lyon,Bastia,0,0,0,Draw,Draw,D
1731,2004/05,Marseille,Toulouse,1,0,1,Marseille,Toulouse,H
1732,2004/05,Nantes,Istres,1,0,1,Nantes,Istres,H
1733,2004/05,Strasbourg,Lens,2,2,4,Draw,Draw,D
1734,2004/05,Auxerre,Metz,4,0,4,Auxerre,Metz,H
1735,2004/05,Lille,Caen,2,0,2,Lille,Caen,H
1736,2004/05,Nice,Sochaux,2,1,3,Nice,Sochaux,H
1737,2004/05,Paris SG,Monaco,0,1,1,Monaco,Paris SG,A
1738,2004/05,Toulouse,Lyon,0,2,2,Lyon,Toulouse,A
1739,2004/05,Bastia,Bordeaux,1,4,5,Bordeaux,Bastia,A
1740,2004/05,Caen,Strasbourg,0,0,0,Draw,Draw,D
1741,2004/05,Istres,Ajaccio,0,1,1,Ajaccio,Istres,A
1742,2004/05,Lens,Paris SG,2,2,4,Draw,Draw,D
1743,2004/05,Metz,Nice,1,1,2,Draw,Draw,D
1744,2004/05,Monaco,Nantes,2,1,3,Monaco,Nantes,H
1745,2004/05,Rennes,Marseille,1,0,1,Rennes,Marseille,H
1746,2004/05,Sochaux,Lille,0,2,2,Lille,Sochaux,A
1747,2004/05,St Etienne,Auxerre,3,1,4,St Etienne,Auxerre,H
1748,2004/05,Ajaccio,Caen,2,2,4,Draw,Draw,D
1749,2004/05,Auxerre,Istres,0,0,0,Draw,Draw,D
1750,2004/05,Bordeaux,Toulouse,1,1,2,Draw,Draw,D
1751,2004/05,Lille,Metz,4,0,4,Lille,Metz,H
1752,2004/05,Lyon,Monaco,0,0,0,Draw,Draw,D
1753,2004/05,Marseille,Bastia,1,0,1,Marseille,Bastia,H
1754,2004/05,Nice,Rennes,2,0,2,Nice,Rennes,H
1755,2004/05,Paris SG,Strasbourg,1,0,1,Paris SG,Strasbourg,H
1756,2004/05,Sochaux,St Etienne,2,1,3,Sochaux,St Etienne,H
1757,2004/05,Nantes,Lens,1,0,1,Nantes,Lens,H
1758,2004/05,Bastia,Paris SG,1,2,3,Paris SG,Bastia,A
1759,2004/05,Caen,Bordeaux,1,1,2,Draw,Draw,D
1760,2004/05,Istres,Marseille,0,2,2,Marseille,Istres,A
1761,2004/05,Lens,Ajaccio,1,1,2,Draw,Draw,D
1762,2004/05,Monaco,Nice,3,4,7,Nice,Monaco,A
1763,2004/05,Strasbourg,Nantes,0,2,2,Nantes,Strasbourg,A
1764,2004/05,Metz,Sochaux,0,0,0,Draw,Draw,D
1765,2004/05,Rennes,Lille,0,1,1,Lille,Rennes,A
1766,2004/05,St Etienne,Lyon,2,3,5,Lyon,St Etienne,A
1767,2004/05,Toulouse,Auxerre,1,2,3,Auxerre,Toulouse,A
1768,2004/05,Lyon,Caen,4,0,4,Lyon,Caen,H
1769,2004/05,Ajaccio,Strasbourg,2,2,4,Draw,Draw,D
1770,2004/05,Auxerre,Lens,3,0,3,Auxerre,Lens,H
1771,2004/05,Bordeaux,Istres,2,2,4,Draw,Draw,D
1772,2004/05,Lille,Bastia,2,1,3,Lille,Bastia,H
1773,2004/05,Metz,Monaco,1,1,2,Draw,Draw,D
1774,2004/05,Nantes,Paris SG,1,0,1,Nantes,Paris SG,H
1775,2004/05,Nice,Toulouse,1,0,1,Nice,Toulouse,H
1776,2004/05,Sochaux,Rennes,3,0,3,Sochaux,Rennes,H
1777,2004/05,Marseille,St Etienne,1,1,2,Draw,Draw,D
1778,2004/05,Caen,Nantes,2,1,3,Caen,Nantes,H
1779,2004/05,Istres,Lyon,0,0,0,Draw,Draw,D
1780,2004/05,Paris SG,Ajaccio,1,0,1,Paris SG,Ajaccio,H
1781,2004/05,Rennes,Metz,3,1,4,Rennes,Metz,H
1782,2004/05,St Etienne,Bordeaux,0,0,0,Draw,Draw,D
1783,2004/05,Strasbourg,Nice,3,1,4,Strasbourg,Nice,H
1784,2004/05,Bastia,Sochaux,1,1,2,Draw,Draw,D
1785,2004/05,Lens,Marseille,0,0,0,Draw,Draw,D
1786,2004/05,Monaco,Auxerre,0,0,0,Draw,Draw,D
1787,2004/05,Toulouse,Lille,1,0,1,Toulouse,Lille,H
1788,2004/05,Marseille,Monaco,1,1,2,Draw,Draw,D
1789,2004/05,Ajaccio,Nantes,1,1,2,Draw,Draw,D
1790,2004/05,Auxerre,Paris SG,1,1,2,Draw,Draw,D
1791,2004/05,Bordeaux,Lens,1,1,2,Draw,Draw,D
1792,2004/05,Lille,St Etienne,1,0,1,Lille,St Etienne,H
1793,2004/05,Lyon,Strasbourg,1,0,1,Lyon,Strasbourg,H
1794,2004/05,Metz,Bastia,2,0,2,Metz,Bastia,H
1795,2004/05,Nice,Istres,0,0,0,Draw,Draw,D
1796,2004/05,Rennes,Caen,1,1,2,Draw,Draw,D
1797,2004/05,Sochaux,Toulouse,2,0,2,Sochaux,Toulouse,H
1798,2004/05,Bastia,Rennes,1,1,2,Draw,Draw,D
1799,2004/05,Caen,Sochaux,0,2,2,Sochaux,Caen,A
1800,2004/05,Lens,Lyon,0,1,1,Lyon,Lens,A
1801,2004/05,Monaco,Ajaccio,2,2,4,Draw,Draw,D
1802,2004/05,St Etienne,Nice,2,1,3,St Etienne,Nice,H
1803,2004/05,Strasbourg,Bordeaux,1,0,1,Strasbourg,Bordeaux,H
1804,2004/05,Toulouse,Metz,1,1,2,Draw,Draw,D
1805,2004/05,Istres,Lille,0,2,2,Lille,Istres,A
1806,2004/05,Nantes,Auxerre,1,1,2,Draw,Draw,D
1807,2004/05,Paris SG,Marseille,2,1,3,Paris SG,Marseille,H
1808,2004/05,Auxerre,Ajaccio,1,0,1,Auxerre,Ajaccio,H
1809,2004/05,Bastia,St Etienne,0,3,3,St Etienne,Bastia,A
1810,2004/05,Bordeaux,Paris SG,3,0,3,Bordeaux,Paris SG,H
1811,2004/05,Lyon,Nantes,2,0,2,Lyon,Nantes,H
1812,2004/05,Marseille,Strasbourg,2,0,2,Marseille,Strasbourg,H
1813,2004/05,Metz,Caen,1,2,3,Caen,Metz,A
1814,2004/05,Nice,Lens,1,1,2,Draw,Draw,D
1815,2004/05,Rennes,Toulouse,1,1,2,Draw,Draw,D
1816,2004/05,Sochaux,Istres,1,1,2,Draw,Draw,D
1817,2004/05,Lille,Monaco,1,1,2,Draw,Draw,D
1818,2004/05,Monaco,Sochaux,1,3,4,Sochaux,Monaco,A
1819,2004/05,Paris SG,Lyon,0,0,0,Draw,Draw,D
1820,2004/05,Ajaccio,Marseille,2,0,2,Ajaccio,Marseille,H
1821,2004/05,Caen,Nice,0,0,0,Draw,Draw,D
1822,2004/05,Istres,Metz,0,0,0,Draw,Draw,D
1823,2004/05,Lens,Lille,1,1,2,Draw,Draw,D
1824,2004/05,Nantes,Bordeaux,0,1,1,Bordeaux,Nantes,A
1825,2004/05,St Etienne,Rennes,1,0,1,St Etienne,Rennes,H
1826,2004/05,Strasbourg,Auxerre,3,1,4,Strasbourg,Auxerre,H
1827,2004/05,Toulouse,Bastia,1,0,1,Toulouse,Bastia,H
1828,2004/05,Bastia,Caen,2,0,2,Bastia,Caen,H
1829,2004/05,Bordeaux,Ajaccio,0,0,0,Draw,Draw,D
1830,2004/05,Lyon,Auxerre,2,1,3,Lyon,Auxerre,H
1831,2004/05,Marseille,Nantes,3,1,4,Marseille,Nantes,H
1832,2004/05,Metz,St Etienne,2,2,4,Draw,Draw,D
1833,2004/05,Rennes,Istres,3,1,4,Rennes,Istres,H
1834,2004/05,Toulouse,Monaco,0,0,0,Draw,Draw,D
1835,2004/05,Lille,Strasbourg,1,1,2,Draw,Draw,D
1836,2004/05,Nice,Paris SG,1,1,2,Draw,Draw,D
1837,2004/05,Sochaux,Lens,1,2,3,Lens,Sochaux,A
1838,2004/05,Monaco,Rennes,2,0,2,Monaco,Rennes,H
1839,2004/05,Ajaccio,Lyon,1,1,2,Draw,Draw,D
1840,2004/05,Caen,Marseille,2,3,5,Marseille,Caen,A
1841,2004/05,Istres,Bastia,1,0,1,Istres,Bastia,H
1842,2004/05,Lens,Metz,2,0,2,Lens,Metz,H
1843,2004/05,Nantes,Nice,0,1,1,Nice,Nantes,A
1844,2004/05,Paris SG,Lille,1,1,2,Draw,Draw,D
1845,2004/05,St Etienne,Toulouse,0,0,0,Draw,Draw,D
1846,2004/05,Strasbourg,Sochaux,0,0,0,Draw,Draw,D
1847,2004/05,Auxerre,Bordeaux,0,0,0,Draw,Draw,D
1848,2004/05,Bastia,Monaco,0,2,2,Monaco,Bastia,A
1849,2004/05,Bordeaux,Lyon,0,0,0,Draw,Draw,D
1850,2004/05,Lille,Nantes,2,1,3,Lille,Nantes,H
1851,2004/05,Marseille,Auxerre,0,1,1,Auxerre,Marseille,A
1852,2004/05,Metz,Strasbourg,1,0,1,Metz,Strasbourg,H
1853,2004/05,Nice,Ajaccio,3,0,3,Nice,Ajaccio,H
1854,2004/05,Rennes,Lens,3,1,4,Rennes,Lens,H
1855,2004/05,St Etienne,Caen,5,0,5,St Etienne,Caen,H
1856,2004/05,Toulouse,Istres,2,1,3,Toulouse,Istres,H
1857,2004/05,Sochaux,Paris SG,1,2,3,Paris SG,Sochaux,A
1858,2004/05,Lyon,Marseille,1,1,2,Draw,Draw,D
1859,2004/05,Ajaccio,Lille,0,0,0,Draw,Draw,D
1860,2004/05,Auxerre,Nice,4,3,7,Auxerre,Nice,H
1861,2004/05,Caen,Toulouse,0,2,2,Toulouse,Caen,A
1862,2004/05,Istres,St Etienne,0,2,2,St Etienne,Istres,A
1863,2004/05,Lens,Bastia,2,1,3,Lens,Bastia,H
1864,2004/05,Monaco,Bordeaux,1,1,2,Draw,Draw,D
1865,2004/05,Paris SG,Metz,3,0,3,Paris SG,Metz,H
1866,2004/05,Strasbourg,Rennes,1,0,1,Strasbourg,Rennes,H
1867,2004/05,Nantes,Sochaux,2,2,4,Draw,Draw,D
1868,2004/05,Lille,Marseille,1,2,3,Marseille,Lille,A
1869,2004/05,Bastia,Nantes,0,0,0,Draw,Draw,D
1870,2004/05,Caen,Paris SG,0,0,0,Draw,Draw,D
1871,2004/05,Istres,Monaco,0,1,1,Monaco,Istres,A
1872,2004/05,Metz,Ajaccio,1,0,1,Metz,Ajaccio,H
1873,2004/05,Nice,Bordeaux,3,3,6,Draw,Draw,D
1874,2004/05,Rennes,Auxerre,1,0,1,Rennes,Auxerre,H
1875,2004/05,Sochaux,Lyon,0,2,2,Lyon,Sochaux,A
1876,2004/05,St Etienne,Lens,0,0,0,Draw,Draw,D
1877,2004/05,Toulouse,Strasbourg,2,0,2,Toulouse,Strasbourg,H
1878,2004/05,Ajaccio,Bastia,1,0,1,Ajaccio,Bastia,H
1879,2004/05,Auxerre,Sochaux,2,0,2,Auxerre,Sochaux,H
1880,2004/05,Bordeaux,Lille,1,3,4,Lille,Bordeaux,A
1881,2004/05,Lens,Istres,0,1,1,Istres,Lens,A
1882,2004/05,Lyon,Metz,2,0,2,Lyon,Metz,H
1883,2004/05,Monaco,Caen,5,2,7,Monaco,Caen,H
1884,2004/05,Nantes,Rennes,2,0,2,Nantes,Rennes,H
1885,2004/05,Paris SG,Toulouse,0,0,0,Draw,Draw,D
1886,2004/05,Strasbourg,St Etienne,1,1,2,Draw,Draw,D
1887,2004/05,Marseille,Nice,2,0,2,Marseille,Nice,H
1888,2004/05,Bastia,Nice,2,0,2,Bastia,Nice,H
1889,2004/05,Caen,Auxerre,0,2,2,Auxerre,Caen,A
1890,2004/05,Istres,Strasbourg,1,1,2,Draw,Draw,D
1891,2004/05,Metz,Marseille,0,1,1,Marseille,Metz,A
1892,2004/05,Monaco,Lens,2,0,2,Monaco,Lens,H
1893,2004/05,Rennes,Ajaccio,2,0,2,Rennes,Ajaccio,H
1894,2004/05,Sochaux,Bordeaux,4,0,4,Sochaux,Bordeaux,H
1895,2004/05,St Etienne,Paris SG,0,0,0,Draw,Draw,D
1896,2004/05,Toulouse,Nantes,2,1,3,Toulouse,Nantes,H
1897,2004/05,Lille,Lyon,2,1,3,Lille,Lyon,H
